路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
312827,9151,121.160683,41.144255,-108.557713
312828,9151,121.160684,41.144257,-108.558858
312829,9151,121.160686,41.144259,-108.560003
312830,9151,121.160688,41.14426,-108.561147
312831,9151,121.160689,41.144262,-108.562292
312832,9151,121.160691,41.144264,-108.563436
312833,9151,121.160693,41.144265,-108.56458
312834,9151,121.160694,41.144267,-108.565725
312835,9151,121.160696,41.144269,-108.566869
312836,9151,121.160698,41.144271,-108.568013
312837,9151,121.1607,41.144272,-108.569157
312838,9151,121.160701,41.144274,-108.570301
312839,9151,121.160703,41.144276,-108.571445
312840,9151,121.160705,41.144277,-108.572588
312841,9151,121.160706,41.144279,-108.573732
312842,9151,121.160708,41.144281,-108.574876
312843,9151,121.16071,41.144282,-108.576019
312844,9151,121.160711,41.144284,-108.577162
312845,9151,121.160713,41.144286,-108.578306
312846,9151,121.160715,41.144288,-108.579449
312847,9151,121.160717,41.144289,-108.580592
312848,9151,121.160718,41.144291,-108.581735
312849,9151,121.16072,41.144293,-108.582878
312850,9151,121.160722,41.144294,-108.584021
312851,9151,121.160723,41.144296,-108.585164
312852,9151,121.160725,41.144298,-108.586306
312853,9151,121.160727,41.144299,-108.587449
312854,9151,121.160728,41.144301,-108.588591
312855,9151,121.16073,41.144303,-108.589734
312856,9151,121.160732,41.144305,-108.590876
312857,9151,121.160734,41.144306,-108.592018
312858,9151,121.160735,41.144308,-108.593161
312859,9151,121.160737,41.14431,-108.594303
312860,9151,121.160739,41.144311,-108.595445
312861,9151,121.16074,41.144313,-108.596587
312862,9151,121.160742,41.144315,-108.597728
312863,9151,121.160744,41.144316,-108.59887
312864,9151,121.160745,41.144318,-108.600012
312865,9151,121.160747,41.14432,-108.601153
312866,9151,121.160749,41.144322,-108.602295
312867,9151,121.160751,41.144323,-108.603436
312868,9151,121.160752,41.144325,-108.604577
312869,9151,121.160754,41.144327,-108.605719
312870,9151,121.160756,41.144328,-108.60686
312871,9151,121.160757,41.14433,-108.608001
312872,9151,121.160759,41.144332,-108.609142
312873,9151,121.160761,41.144333,-108.610283
312874,9151,121.160762,41.144335,-108.611423
312875,9151,121.160764,41.144337,-108.612564
312876,9151,121.160766,41.144339,-108.613705
312877,9151,121.160768,41.14434,-108.614845
312878,9151,121.160769,41.144342,-108.615985
312879,9151,121.160771,41.144344,-108.617126
312880,9151,121.160773,41.144345,-108.618266
312881,9151,121.160774,41.144347,-108.619406
312882,9151,121.160776,41.144349,-108.620546
312883,9151,121.160778,41.14435,-108.621686
312884,9151,121.160779,41.144352,-108.622826
312885,9151,121.160781,41.144354,-108.623966
312886,9151,121.160783,41.144356,-108.625106
312887,9151,121.160785,41.144357,-108.626245
312888,9151,121.160786,41.144359,-108.627385
312889,9151,121.160788,41.144361,-108.628524
312890,9151,121.16079,41.144362,-108.629664
312891,9151,121.160791,41.144364,-108.630803
312892,9151,121.160793,41.144366,-108.631942
312893,9151,121.160795,41.144367,-108.633081
312894,9151,121.160796,41.144369,-108.63422
312895,9151,121.160798,41.144371,-108.635359
312896,9151,121.1608,41.144373,-108.636498
312897,9151,121.160802,41.144374,-108.637637
312898,9151,121.160803,41.144376,-108.638776
312899,9151,121.160805,41.144378,-108.639914
312900,9151,121.160807,41.144379,-108.641053
312901,9151,121.160808,41.144381,-108.642191
312902,9151,121.16081,41.144383,-108.643329
312903,9151,121.160812,41.144384,-108.644468
312904,9151,121.160813,41.144386,-108.645606
312905,9151,121.160815,41.144388,-108.646744
312906,9151,121.160817,41.14439,-108.647882
312907,9151,121.160819,41.144391,-108.64902
312908,9151,121.16082,41.144393,-108.650158
312909,9151,121.160822,41.144395,-108.651295
312910,9151,121.160824,41.144396,-108.652433
312911,9151,121.160825,41.144398,-108.65357
312912,9151,121.160827,41.1444,-108.654708
312913,9151,121.160829,41.144401,-108.655845
312914,9151,121.16083,41.144403,-108.656983
312915,9151,121.160832,41.144405,-108.65812
312916,9151,121.160834,41.144407,-108.659257
312917,9151,121.160836,41.144408,-108.660394
312918,9151,121.160837,41.14441,-108.661531
312919,9151,121.160839,41.144412,-108.662668
312920,9151,121.160841,41.144413,-108.663805
312921,9151,121.160842,41.144415,-108.664941
312922,9151,121.160844,41.144417,-108.666078
312923,9151,121.160846,41.144418,-108.667214
312924,9151,121.160847,41.14442,-108.668351
312925,9151,121.160849,41.144422,-108.669487
312926,9151,121.160851,41.144424,-108.670623
312927,9151,121.160853,41.144425,-108.67176
312928,9151,121.160854,41.144427,-108.672896
312929,9151,121.160856,41.144429,-108.674032
312930,9151,121.160858,41.14443,-108.675168
312931,9151,121.160859,41.144432,-108.676303
312932,9151,121.160861,41.144434,-108.677439
312933,9151,121.160863,41.144435,-108.678575
312934,9151,121.160864,41.144437,-108.67971
312935,9151,121.160866,41.144439,-108.680846
312936,9151,121.160868,41.144441,-108.681981
312937,9151,121.16087,41.144442,-108.683116
312938,9151,121.160871,41.144444,-108.684252
312939,9151,121.160873,41.144446,-108.685387
312940,9151,121.160875,41.144447,-108.686522
312941,9151,121.160876,41.144449,-108.687657
312942,9151,121.160878,41.144451,-108.688792
312943,9151,121.16088,41.144452,-108.689926
312944,9151,121.160881,41.144454,-108.691061
312945,9151,121.160883,41.144456,-108.692196
312946,9151,121.160885,41.144458,-108.69333
312947,9151,121.160887,41.144459,-108.694465
312948,9151,121.160888,41.144461,-108.695599
312949,9151,121.16089,41.144463,-108.696733
312950,9151,121.160892,41.144464,-108.697868
312951,9151,121.160893,41.144466,-108.699002
312952,9151,121.160895,41.144468,-108.700136
312953,9151,121.160897,41.144469,-108.70127
312954,9151,121.160898,41.144471,-108.702404
312955,9151,121.1609,41.144473,-108.703537
312956,9151,121.160902,41.144475,-108.704671
312957,9151,121.160904,41.144476,-108.705805
312958,9151,121.160905,41.144478,-108.706938
312959,9151,121.160907,41.14448,-108.708071
312960,9151,121.160909,41.144481,-108.709205
312961,9151,121.16091,41.144483,-108.710338
312962,9151,121.160912,41.144485,-108.711471
312963,9151,121.160914,41.144486,-108.712604
312964,9151,121.160915,41.144488,-108.713737
312965,9151,121.160917,41.14449,-108.71487
312966,9151,121.160919,41.144492,-108.716003
312967,9151,121.160921,41.144493,-108.717136
312968,9151,121.160922,41.144495,-108.718268
312969,9151,121.160924,41.144497,-108.719401
312970,9151,121.160926,41.144498,-108.720533
312971,9151,121.160927,41.1445,-108.721666
312972,9151,121.160929,41.144502,-108.722798
312973,9151,121.160931,41.144503,-108.72393
312974,9151,121.160932,41.144505,-108.725062
312975,9151,121.160934,41.144507,-108.726194
312976,9151,121.160936,41.144509,-108.727326
312977,9151,121.160938,41.14451,-108.728458
312978,9151,121.160939,41.144512,-108.72959
312979,9151,121.160941,41.144514,-108.730722
312980,9151,121.160943,41.144515,-108.731853
312981,9151,121.160944,41.144517,-108.732985
312982,9151,121.160946,41.144519,-108.734116
312983,9151,121.160948,41.14452,-108.735248
312984,9151,121.160949,41.144522,-108.736379
312985,9151,121.160951,41.144524,-108.73751
312986,9151,121.160953,41.144526,-108.738641
312987,9151,121.160955,41.144527,-108.739772
312988,9151,121.160956,41.144529,-108.740903
312989,9151,121.160958,41.144531,-108.742034
312990,9151,121.16096,41.144532,-108.743165
312991,9151,121.160961,41.144534,-108.744295
312992,9151,121.160963,41.144536,-108.745426
312993,9151,121.160965,41.144537,-108.746556
312994,9151,121.160966,41.144539,-108.747687
312995,9151,121.160968,41.144541,-108.748817
312996,9151,121.16097,41.144543,-108.749947
312997,9151,121.160972,41.144544,-108.751078
312998,9151,121.160973,41.144546,-108.752208
312999,9151,121.160975,41.144548,-108.753338
313000,9151,121.160977,41.144549,-108.754468
313001,9151,121.160978,41.144551,-108.755597
313002,9151,121.16098,41.144553,-108.756727
313003,9151,121.160982,41.144554,-108.757857
313004,9151,121.160983,41.144556,-108.758986
313005,9151,121.160985,41.144558,-108.760116
313006,9151,121.160987,41.14456,-108.761245
313007,9151,121.160989,41.144561,-108.762374
313008,9151,121.16099,41.144563,-108.763504
313009,9151,121.160992,41.144565,-108.764633
313010,9151,121.160994,41.144566,-108.765762
313011,9151,121.160995,41.144568,-108.766891
313012,9151,121.160997,41.14457,-108.76802
313013,9151,121.160999,41.144571,-108.769148
313014,9151,121.161,41.144573,-108.770277
313015,9151,121.161002,41.144575,-108.771406
313016,9151,121.161004,41.144577,-108.772534
313017,9151,121.161006,41.144578,-108.773663
313018,9151,121.161007,41.14458,-108.774791
313019,9151,121.161009,41.144582,-108.775919
313020,9151,121.161011,41.144583,-108.777048
313021,9151,121.161012,41.144585,-108.778176
313022,9151,121.161014,41.144587,-108.779304
313023,9151,121.161016,41.144588,-108.780432
313024,9151,121.161017,41.14459,-108.78156
313025,9151,121.161019,41.144592,-108.782687
313026,9151,121.161021,41.144594,-108.783815
313027,9151,121.161023,41.144595,-108.784943
313028,9151,121.161024,41.144597,-108.78607
313029,9151,121.161026,41.144599,-108.787198
313030,9151,121.161028,41.1446,-108.788325
313031,9151,121.161029,41.144602,-108.789452
313032,9151,121.161031,41.144604,-108.790579
313033,9151,121.161033,41.144605,-108.791706
313034,9151,121.161034,41.144607,-108.792833
313035,9151,121.161036,41.144609,-108.79396
313036,9151,121.161038,41.144611,-108.795087
313037,9151,121.16104,41.144612,-108.796214
313038,9151,121.161041,41.144614,-108.797341
313039,9151,121.161043,41.144616,-108.798467
313040,9151,121.161045,41.144617,-108.799594
313041,9151,121.161046,41.144619,-108.80072
313042,9151,121.161048,41.144621,-108.801846
313043,9151,121.16105,41.144622,-108.802973
313044,9151,121.161051,41.144624,-108.804099
313045,9151,121.161053,41.144626,-108.805225
313046,9151,121.161055,41.144628,-108.806351
313047,9151,121.161057,41.144629,-108.807477
313048,9151,121.161058,41.144631,-108.808603
313049,9151,121.16106,41.144633,-108.809728
313050,9151,121.161062,41.144634,-108.810854
313051,9151,121.161063,41.144636,-108.81198
313052,9151,121.161065,41.144638,-108.813105
313053,9151,121.161067,41.144639,-108.81423
313054,9151,121.161068,41.144641,-108.815356
313055,9151,121.16107,41.144643,-108.816481
313056,9151,121.161072,41.144645,-108.817606
313057,9151,121.161074,41.144646,-108.818731
313058,9151,121.161075,41.144648,-108.819856
313059,9151,121.161077,41.14465,-108.820981
313060,9151,121.161079,41.144651,-108.822106
313061,9151,121.16108,41.144653,-108.823231
313062,9151,121.161082,41.144655,-108.824355
313063,9151,121.161084,41.144656,-108.82548
313064,9151,121.161085,41.144658,-108.826604
313065,9151,121.161087,41.14466,-108.827729
313066,9151,121.161089,41.144662,-108.828853
313067,9151,121.161091,41.144663,-108.829977
313068,9151,121.161092,41.144665,-108.831101
313069,9151,121.161094,41.144667,-108.832225
313070,9151,121.161096,41.144668,-108.833349
313071,9151,121.161097,41.14467,-108.834473
313072,9151,121.161099,41.144672,-108.835597
313073,9151,121.161101,41.144673,-108.836721
313074,9151,121.161102,41.144675,-108.837844
313075,9151,121.161104,41.144677,-108.838968
313076,9151,121.161106,41.144679,-108.840091
313077,9151,121.161108,41.14468,-108.841215
313078,9151,121.161109,41.144682,-108.842338
313079,9151,121.161111,41.144684,-108.843461
313080,9151,121.161113,41.144685,-108.844584
313081,9151,121.161114,41.144687,-108.845707
313082,9151,121.161116,41.144689,-108.84683
313083,9151,121.161118,41.14469,-108.847953
313084,9151,121.161119,41.144692,-108.849076
313085,9151,121.161121,41.144694,-108.850198
313086,9151,121.161123,41.144696,-108.851321
313087,9151,121.161125,41.144697,-108.852444
313088,9151,121.161126,41.144699,-108.853566
313089,9151,121.161128,41.144701,-108.854688
313090,9151,121.16113,41.144702,-108.855811
313091,9151,121.161131,41.144704,-108.856933
313092,9151,121.161133,41.144706,-108.858055
313093,9151,121.161135,41.144707,-108.859177
313094,9151,121.161136,41.144709,-108.860299
313095,9151,121.161138,41.144711,-108.861421
313096,9151,121.16114,41.144713,-108.862542
313097,9151,121.161142,41.144714,-108.863664
313098,9151,121.161143,41.144716,-108.864786
313099,9151,121.161145,41.144718,-108.865907
313100,9151,121.161147,41.144719,-108.867029
313101,9151,121.161148,41.144721,-108.86815
313102,9151,121.16115,41.144723,-108.869271
313103,9151,121.161152,41.144724,-108.870392
313104,9151,121.161153,41.144726,-108.871513
313105,9151,121.161155,41.144728,-108.872634
313106,9151,121.161157,41.14473,-108.873755
313107,9151,121.161159,41.144731,-108.874876
313108,9151,121.16116,41.144733,-108.875997
313109,9151,121.161162,41.144735,-108.877118
313110,9151,121.161164,41.144736,-108.878238
313111,9151,121.161165,41.144738,-108.879359
313112,9151,121.161167,41.14474,-108.880479
313113,9151,121.161169,41.144741,-108.8816
313114,9151,121.16117,41.144743,-108.88272
313115,9151,121.161172,41.144745,-108.88384
313116,9151,121.161174,41.144747,-108.88496
313117,9151,121.161176,41.144748,-108.88608
313118,9151,121.161177,41.14475,-108.8872
313119,9151,121.161179,41.144752,-108.88832
313120,9151,121.161181,41.144753,-108.889439
313121,9151,121.161182,41.144755,-108.890559
313122,9151,121.161184,41.144757,-108.891679
313123,9151,121.161186,41.144758,-108.892798
313124,9151,121.161187,41.14476,-108.893918
313125,9151,121.161189,41.144762,-108.895037
313126,9151,121.161191,41.144764,-108.896156
313127,9151,121.161193,41.144765,-108.897275
313128,9151,121.161194,41.144767,-108.898394
313129,9151,121.161196,41.144769,-108.899513
313130,9151,121.161198,41.14477,-108.900632
313131,9151,121.161199,41.144772,-108.901751
313132,9151,121.161201,41.144774,-108.90287
313133,9151,121.161203,41.144775,-108.903989
313134,9151,121.161204,41.144777,-108.905107
313135,9151,121.161206,41.144779,-108.906226
313136,9151,121.161208,41.144781,-108.907344
313137,9151,121.16121,41.144782,-108.908462
313138,9151,121.161211,41.144784,-108.909581
313139,9151,121.161213,41.144786,-108.910699
313140,9151,121.161215,41.144787,-108.911817
313141,9151,121.161216,41.144789,-108.912935
313142,9151,121.161218,41.144791,-108.914053
313143,9151,121.16122,41.144792,-108.915171
313144,9151,121.161221,41.144794,-108.916288
313145,9151,121.161223,41.144796,-108.917406
313146,9151,121.161225,41.144798,-108.918524
313147,9151,121.161227,41.144799,-108.919641
313148,9151,121.161228,41.144801,-108.920758
313149,9151,121.16123,41.144803,-108.921876
313150,9151,121.161232,41.144804,-108.922993
313151,9151,121.161233,41.144806,-108.92411
313152,9151,121.161235,41.144808,-108.925227
313153,9151,121.161237,41.144809,-108.926344
313154,9151,121.161238,41.144811,-108.927461
313155,9151,121.16124,41.144813,-108.928578
313156,9151,121.161242,41.144815,-108.929695
313157,9151,121.161244,41.144816,-108.930811
313158,9151,121.161245,41.144818,-108.931928
313159,9151,121.161247,41.14482,-108.933044
313160,9151,121.161249,41.144821,-108.934161
313161,9151,121.16125,41.144823,-108.935277
313162,9151,121.161252,41.144825,-108.936393
313163,9151,121.161254,41.144826,-108.937509
313164,9151,121.161255,41.144828,-108.938626
313165,9151,121.161257,41.14483,-108.939741
313166,9151,121.161259,41.144832,-108.940857
313167,9151,121.161261,41.144833,-108.941973
313168,9151,121.161262,41.144835,-108.943089
313169,9151,121.161264,41.144837,-108.944205
313170,9151,121.161266,41.144838,-108.94532
313171,9151,121.161267,41.14484,-108.946436
313172,9151,121.161269,41.144842,-108.947551
313173,9151,121.161271,41.144843,-108.948666
313174,9151,121.161272,41.144845,-108.949782
313175,9151,121.161274,41.144847,-108.950897
313176,9151,121.161276,41.144849,-108.952012
313177,9151,121.161278,41.14485,-108.953127
313178,9151,121.161279,41.144852,-108.954242
313179,9151,121.161281,41.144854,-108.955357
313180,9151,121.161283,41.144855,-108.956471
313181,9151,121.161284,41.144857,-108.957586
313182,9151,121.161286,41.144859,-108.958701
313183,9151,121.161288,41.14486,-108.959815
313184,9151,121.161289,41.144862,-108.960929
313185,9151,121.161291,41.144864,-108.962044
313186,9151,121.161293,41.144866,-108.963158
313187,9151,121.161295,41.144867,-108.964272
313188,9151,121.161296,41.144869,-108.965386
313189,9151,121.161298,41.144871,-108.9665
313190,9151,121.1613,41.144872,-108.967614
313191,9151,121.161301,41.144874,-108.968728
313192,9151,121.161303,41.144876,-108.969842
313193,9151,121.161305,41.144877,-108.970955
313194,9151,121.161306,41.144879,-108.972069
313195,9151,121.161308,41.144881,-108.973182
313196,9151,121.16131,41.144883,-108.974296
313197,9151,121.161312,41.144884,-108.975409
313198,9151,121.161313,41.144886,-108.976522
313199,9151,121.161315,41.144888,-108.977636
313200,9151,121.161317,41.144889,-108.978749
